url,name,Organization,Subject,About this course,What you'll learn,Syllabus
https://www.edx.org/course/microsoft-professional-capstone-data-analysis-3,Microsoft Professional Capstone: Data Analysis,Microsoft,Data Analysis & Statistics,"This Capstone uses a data set from a real-world scenario.
The data set is from April 2015 when a 7.8 magnitude earthquake with an epicenter in the Gorkha District of Nepal devastated the surrounding area.
Using the provided data on buildings in the affected area and how they were impacted by the earthquake, we ask students to examine how the buildings' ages, sizes, and materials were correlated to the amount of damage they underwent during the quake.","This capstone asks that students:
Analyze the data and crunch the numbers
Create a Power BI dashboard(optional)
Find trends and explore analytic patterns in the data
Create a multi-slide analytic report from the data","Analyzing the Data:
In the first module, you'll answer 35 multiple-choice statistical questions about the dataset.
You can choose your statistical program of choice to crunch the numbers and analyze the data.
Analytic Report:"
https://www.edx.org/course/analyzing-data-with-python,Analyzing Data with Python,IBM,Data Analysis & Statistics,"LEARN TO ANALYZE DATA WITH PYTHON

Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analyses, create meaningful data visualizations, predict future trends from data, and more!","You will learn how to:

Import data sets
Clean and prepare data for analysis
Manipulate pandas DataFrame
Summarize data

It includes following parts:

Data Analysis libraries: will learn to use Pandas DataFrames, Numpy multi-dimentional arrays, and SciPy libraries to work with a various datasets. We will introduce you to pandas, an open-source library, and we will use it to load, manipulate, analyze, and visualize cool datasets. Then we will introduce you to another open-source library, scikit-learn, and we will use some of its machine learning algorithms to build smart models and make cool predictions.","COURSE SYLLABUS

Module 1 - Importing Datasets
Learning Objectives
Understanding the Domain
Understanding the Dataset"
https://www.edx.org/course/probability-and-statistics-in-data-science-using-python-3,Probability and Statistics in Data Science using Python,UCSanDiegoX,Data Analysis & Statistics,"The job of a data scientist is to glean knowledge from complex and noisy datasets.
Reasoning about uncertainty is inherent in the analysis of noisy data. Probability and Statistics provide the mathematical foundation for such reasoning.
In this course, part of the Data Science MicroMasters program, you will learn the foundations of probability and statistics. You will learn both the mathematical theory, and get a hands-on experience of applying this theory to actual data using Jupyter notebooks.","The mathematical foundations for machine learning
Statistics literacy: understand the meaning of statements such as “at a 99% confidence level”",
https://www.edx.org/course/analyzing-and-visualizing-data-with-excel-5,Analyzing and Visualizing Data with Excel,Microsoft,Business & Management,"Excel is one of the most widely used solutions for analyzing and visualizing data. It now includes tools that enable the analysis of more data, with improved visualizations and more sophisticated business logics. In this data science course, you will get an introduction to the latest versions of these new tools in Excel 2016 from an expert on the Excel Product Team at Microsoft.","Gather and transform data from multiple sources
Discover and combine data in mashups
Learn about data model creation
Explore, analyze, and visualize data","Week 1
Setup the lab environment by installing Office applications. Learn how to perform data analysis in Excel using classic tools, such as pivot tables, pivot charts, and slicers, on data that is already in a worksheet / grid data. Explore an Excel data model, its content, and its structure, using the Power Pivot add-in. Create your first DAX expressions for calculated columns and measures."
https://www.edx.org/course/visualizing-data-with-python,Visualizing Data with Python,IBM,Data Analysis & Statistics,"""A picture is worth a thousand words"". We are all familiar with this expression. It especially applies when trying to explain the insights obtained from the analysis of increasingly large datasets. Data visualization plays an essential role in the representation of both small and large-scale data.

One of the key skills of a data scientist is the ability to tell a compelling story, visualizing data and findings in an approachable and stimulating way.

In this course, you will learn how to leverage a software tool to visualize data that will also enable you to extract information, better understand the data, and make more effective decisions.

You can start creating your own data science projects and collaborating with other data scientists using . When you sign up, you get free access to Watson Studio. Start now and take advantage of this platform.","how to take data that at first glance has little meaning and present that data in a form that makes sense to people.
how to use some data visualization libraries in Python, namely Matplotlib, Seaborn, and Folium for presenting data.","Module 1 - Introduction to Visualization Tools
Introduction to Data Visualization
Introduction to Matplotlib
Basic Plotting with Matplotlib
Dataset on Immigration to Canada
Line Plots"
https://www.edx.org/course/orchestrating-big-data-with-azure-data-factory-4,Orchestrating Big Data with Azure Data Factory,Microsoft,Computer Science,"Need to schedule and manage big data workflows?
This data analysis course teaches you how to use Azure Data Factory to coordinate data movement and transformation using technologies such as Hadoop, SQL, and Azure Data Lake Analytics. You will learn how to create data pipelines that will allow you to group activities to perform a certain task.","Creating data workflows with Azure Data Factory
Scheduling data pipelines to orchestrate big data processes
Applying data transformations in a pipeline with Hive or U-SQL","Module 1: Getting Started with Azure Data Factory
Module 2: Scheduling Pipelines
Module 3: Transforming Data in Pipelines"
https://www.edx.org/course/processing-real-time-data-streams-in-azure-4,Processing Real-Time Data Streams in Azure,Microsoft,Computer Science,"Want to capture and process real-time data in the cloud?
This data analysis course teaches you how to use Microsoft Azure technologies like Event Hubs, IoT Hubs, and Stream Analytics to build real-time Internet-of-Things (IoT) solutions at scale.","Capturing real-time data with Azure Event Hubs and IoT Hubs
Processing real-time data with Azure Stream Analytics
Aggregating data in temporal windows
Monitoring streaming solutions in Azure","Module 1: Getting Started with Azure Event Hubs and IoT Hubs
Module 2: Using Azure Stream Analytics
Module 3: Aggregating Data in Temporal Windows
Module 4: Monitoring a Streaming Solution"
https://www.edx.org/course/introduction-to-big-data-4,Introduction to Big Data,Microsoft,Computer Science,"Learn what it takes to build Big Data analytics solutions.
This is the first stop in the Big Data curriculum from Microsoft. It will help you get started with the curriculum, plan your learning schedule, and connect with fellow students and teaching assistants. Along the way, you’ll get an introduction to working with data and some fundamental concepts and technologies for Big Data scenarios.","How the Microsoft Big Data curriculum works
An introduction to data formats, technologies, and techniques
Fundamentals of Databases
Basic principles for working with Big Data","• Module 1: Introduction
• Module 2: Data Basics
• Module 3: Fundamentals of Databases
• Module 4: Introduction to Big Data"
https://www.edx.org/course/querying-data-with-transact-sql-4,Querying Data with Transact-SQL,Microsoft,Computer Science,"Transact-SQL is an essential skill for data professionals and developers working with SQL databases. With this combination of expert instruction, demonstrations, and practical labs, step from your first SELECT statement through to implementing transactional programmatic logic.
Work through multiple modules, each of which explore a key area of the Transact-SQL language, with a focus on querying and modifying data in Microsoft SQL Server or Azure SQL Database. The labs in this course use a sample database that can be deployed easily in Azure SQL Database, so you get hands-on experience with Transact-SQL without installing or configuring a database server.

edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","Create Transact-SQL SELECT queries
Work with data types and NULL
Query multiple tables with JOIN
Explore set operators
Use functions and aggregate data
Work with subqueries and APPLY",
https://www.edx.org/course/metabolomics-in-life-sciences-0,Metabolomics in Life Sciences,OsakaUx,Biology & Life Sciences,"This course is an introduction to metabolomics principles and their applications in various fields of life sciences.

We will provide a summary of all steps in metabolomics research; from experimental design, sample preparation, analytical procedures, to data analysis. The course also provides case studies of various kinds of research samples to attract students that are not familiar with metabolomics, providing them enough explanation to utilize metabolomics technology for their respective research fields.

Several examples of metabolomics applications will be introduced throughout the lectures. These include examples within food science and technology, metabolic engineering, basic biology, introduction to imaging mass spectrometry, and application in medical science.

No previous knowledge on metabolomics is needed but we recommend that students have an undergraduate-level understanding of Biochemistry, Analytical Chemistry, and Biostatistics, and that they learn about basic principles of multivariable analysis prior to taking this course.","The basic principles of metabolomics
Workflow of metabolomics research from design of experiment to data interpretation
Applications of metabolomics in various fields of life sciences","Week 1:  What is Metabolomics?
Week 2:  Application of Metabolic Fingerprinting for Food Quality Assessments
Week 3:  Metabolomics: A Powerful Tool for Phenotype Improvement
Week 4:  Basics of Mass Spectrometry and Imaging Mass Spectrometry"
https://www.edx.org/course/analyzing-and-visualizing-data-with-power-bi-5,Analyzing and Visualizing Data with Power BI,Microsoft,Computer Science,"Power BI is quickly gaining popularity among professionals in data science as a cloud-based service that helps them easily visualize and share insights from their organizations’ data.
In this data science course, you will learn from the Power BI product team at Microsoft with a series of short, lecture-based videos, complete with demos, quizzes, and hands-on labs. You’ll walk through Power BI, end to end, starting from how to connect to and import your data, author reports using Power BI Desktop, and publish those reports to the Power BI service. Plus, learn to create dashboards and share with business users—on the web and on mobile devices.

edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","Connect, import, shape, and transform data for business intelligence (BI)
Visualize data, author reports, and schedule automated refresh of your reports
Create and share dashboards based on reports in Power BI desktop and Excel
Use natural language queries
Create real-time dashboards","Week 1
Understanding key concepts in business intelligence, data analysis, and data visualization
Importing your data and automatically creating dashboards from services such as Marketo, Salesforce, and Google Analytics
Connecting to and importing your data, then shaping and transforming that data"
https://www.edx.org/course/delivering-a-data-warehouse-in-the-cloud-4,Delivering a Data Warehouse in the Cloud,Microsoft,Computer Science,"When you need to scale your data warehouse's storage and processing capabilities in minutes, not months, you need a cloud-based massively parallel processing solution.

In this computer science course, you will learn how to deploy, design, and load data using Microsoft's Azure SQL Data Warehouse, or SQL DW. You'll learn about data distribution, compressed in-memory indexes, PolyBase for Big Data, and elastic scale.

To complete the hands-on elements in this course, you will require an Azure subscription. You can sign up for a free Azure trial subscription (a valid credit card is required for verification, but you will not be charged for Azure services). Note that the free trial is not available in all regions. It is possible to complete the course and earn a certificate without completing the hands-on practices.","In this course, you’ll learn theory and techniques for:
Choosing a massively parallel processing architecture for a cloud-based data warehouse.
Designing tables and indexes to efficiently distribute data in tables across many nodes.","Module 1: Inroducing SQL Data Warehouse
This module introduces Azure SQL Datawarehouse, Microsoft's data warehouse in the cloud. You'll learn about massively parallel processing, how to provision and configure SQL DW.

Module 2: Designing and Querying Data Warehouses
This module covers table design, partitioning, indexes and statistics. It introduces elastic query and tools for monitoring queries.


This module covers loading data into SQL DW with Azure Data Factory, Polybase, and Azure Stream Analytics. It also covers integrating with Azure Machine Learning, and visualizing data with Power BI.


This module covers monitoring and managing SQL DW workloads and performance, security, scaling, and managing backups.


The final exam accounts for 30% of your grade and will be combined with the weekly quizzes to determine your overall score. You must achieve an overall score of 70% or higher to pass this course and earn a certificate."
https://www.edx.org/course/iot-data-analytics-and-storage-4,IoT Data Analytics and Storage,Microsoft,Computer Science,"Are you ready to help your business begin realizing the business benefits promised by the Internet of Things revolution? Do you want to discover the hidden insights waiting in your business data?

In this course, you will learn how to make the most of your live-stream and historical telemetry data that is being produced by the IoT devices and sensors that support your business.","After completing this course, students will be able to:
Describe typical telemetry data produced by Azure IoT devices
Explain various strategies for analyzing IoT data
Explain the differences between warm and cold storage and how each technology is best used
Describe how Azure Data Lake can be used for cold storage","This course is completely lab-based. There are no lectures or required reading sections. All of the learning content that you will need is embedded directly into the labs, right where and when you need it. Introductions to tools and technologies, references to additional content, video demonstrations, and code explanations are all built into the labs.

Some assessment questions will be presented during the labs. These questions will help you to prepare for the final assessment.

The course includes four modules, each of which contains two or more lab activities. The lab outline is provided below.

Module 1: IoT Analytics and Cold Storage
Module 2: Warm Storage
Module 3: Analytics on the Edge

Module 4: Advanced Analytics"
https://www.edx.org/course/algorithms-and-data-structures-5,Algorithms and Data Structures,Microsoft,Computer Science,"Want to build better programs? Learn how, in this professional-level course.
Bring your programming experience, and join us for a deep dive into fundamental concepts that you can use right away. Go underneath the hood of functional algorithms and data structures, and see how they work and how to compare them. Plus, get the details on when and how to use them.","Algorithmic Analysis
Sorting and Searching of Algorithms  
Data Structures: Linked lists, Stacks, Queues.","Module 0: Introduction to the course
Module 1:
     Algorithms basics
     Sorting and Searching
Module 2: Algorithmic analysis
Module 3:"
https://www.edx.org/course/aprendizaje-automatico-y-ciencia-de-datos-2,Aprendizaje automático y ciencia de datos,UPValenciaX,Computer Science,"El aprendizaje automático es una habilidad que toma cada vez más relevancia debido al gran número de datos (big data), los cuales deben de ser analizados para tomar decisiones.

En este curso en línea aprenderás los conceptos básicos del aprendizaje automático (machine learning)  y la ciencia de datos. En particular, aprenderás las técnicas necesarias para evaluar el rendimiento de los algoritmos y de los modelos obtenidos. También aprenderás como preprocesar los datos para obtener así modelos de mayor calidad (simples, comprensibles, eficientes, etc.). Por último, en este curso de análisis de datos aprenderás a poner en funcionamiento las técnicas estudiadas mediante un ejemplo práctico programando tus propios scripts y algoritmos en R.","Reconocer el valor de los datos en las organizaciones y las posibilidades de negocio que plantea su explotación para el desarrollo de productos basados en datos (inteligencia de negocios)
Utilizar técnicas de aprendizaje automático, entre otras, para extraer modelos descriptivos y predictivos a partir de los datos, así como saber evaluarlos correctamente","UNIDAD 1. Introducción al aprendizaje automático y la ciencia de datos
PRÁCTICA 1. Introducción al lenguaje R

UNIDAD 2. Evaluación de modelos de aprendizaje automático
PRÁCTICA 2. Evaluación de modelos de aprendizaje automático

UNIDAD 3. Técnicas básicas de aprendizaje automático
PRÁCTICA 3. Práctica de creación de modelos de aprendizaje automático

UNIDAD 4. Preprocesamiento de datos
PRÁCTICA 4. Visualización

PROYECTO"
https://www.edx.org/course/blockchain-technology-2,Blockchain Technology,BerkeleyX,Computer Science,"Developed by Blockchain at Berkeley and faculty from UC Berkeley's premier Computer Science department, this course provides a wide overview of many of the topics relating to and building upon the foundation of Bitcoin and blockchain technology.

The course covers many key topics in the blockchain space. First, we take a look at distributed systems and alternative consensus mechanisms, as well as cryptoeconomic and proof-of-stake. We then move on to the fundamental applications of bitcoin and blockchain technology, including exploring enterprise blockchain implementations (JP Morgan’s Quorum, Ripple, Tendermint, and HyperLedger), the challenges and solutions around scaling blockchain adoption, and the measures that the government is taking to regulate and control blockchain technology. We wrap up the course by also taking a look at the various blockchain ventures today and conclude with a blockchain-based future thought experiment.

This course is open to anyone with any background. Whether you are planning your next career move as a blockchain developer, crypto trader, data analyst, researcher, or consultant, or are just looking for an introduction to Blockchain. This course will help you begin to develop the critical skills needed to future-proof your career.

This is the second course in the Blockchain Fundamentals Professional Certificate program.","A formal definition of distributed consensus and foundational topics such as the CAP Theorem and the Byzantine Generals Problem.
The alternative consensus mechanisms to Bitcoin’s Proof-of-work, including Proof-of-Stake, voting-based consensus algorithms, and federated consensus.
The meaning and properties of cryptoeconomics as it relates to its two compositional fields: cryptography and economics, as well as the goals for cryptoeconomics with respect to distributed systems fundamentals","Distributed Systems and Alternative Consensus

Blockchain architecture is built on the foundation of decades of computer science and distributed systems literature. We start out by providing a formal definition of distributed consensus and presenting foundational theoretical computer science topics such as the CAP Theorem and the Byzantine Generals Problem. We then explore alternative consensus mechanisms to Bitcoin’s Proof-of-work, including Proof-of-Stake, voting-based consensus algorithms, and federated consensus.



We examine the meaning and properties of cryptoeconomics as it relates to its two compositional fields: cryptography and economics. We then look at the goals of cryptoeconomics with respect to distributed systems fundamentals (liveness, safety, data availability) and the griefing factors and faults in the way of these goals.



We look at various existing enterprise-level blockchain implementations, such as JP Morgan’s Quorum, Ripple, Tendermint, and HyperLedger. We also explore business and industry use cases for blockchain, ICOs, and the increasing regulations surrounding blockchain.



One major obstacle to widespread blockchain adoption is the problem of scalability. We define scaling first as it relates to Bitcoin as a payment method, and compare it to more traditional forms of payment such as credit cards. We then consider the general blockchain scalability debate and look into some of the solutions that have been proposed for vertical scaling (e.g. blocksize increases, Segregated Witness, and the Lightning Network), as well as horizontal scaling (e.g. sidechains, sharding).



We look into the measures that governments have taken to regulate and control blockchain technology.  We examine Anti-Money Laundering (AML) and Know Your Customer (KYC) regulations, anonymity goals, and government techniques for deanonymization of entities on blockchain. Then from the user’s perspective, we also dive into privacy oriented altcoins and mixing techniques.



A summary of the course and an exploratory look into blockchain ventures today, such as venture capitalism, ICOs, and crowdfunding. We conclude with a blockchain-based future thought experiment."
https://www.edx.org/course/algorithms-and-data-structures-in-c-5,Algorithms and Data Structures in C#,Microsoft,Computer Science,"When you create real-world applications, the ability to store information in your program code is critically important.  In this course, you will learn how programming languages make use of various data structures to hold this information.  For example, storing a list of values for countries.   You ill learn how C# provides a plethora of data structures from simple arrays to more complex structures that permit the use of “typing”.  Generics is a concept that C# uses to allow the representation of objects in your data structures to apply “typing”, making it easier to work with specific data types.

Even though most programming languages today implement their own versions of sorting and searching algorithms, these examples still provide you with a solid foundation for understanding the logic behind these algorithms and can shed light on how to implement your own algorithms in later programs.  Not to mention the fact that they are also some of the most common algorithms used in interviews for programming jobs.

This course will provide you with a solid foundation in the use of data structures and algorithms using the C# language.","C# simple and complex data structures
How to implement the various data structures in C#
How to implement sort and search algorithms in C#",
https://www.edx.org/course/introduction-to-graphql,Exploring GraphQL: A Query Language for APIs,LinuxFoundationX,Computer Science,"GraphQL is revolutionizing the way developers are building websites… but what exactly does that mean?

GraphQL is an open source query language and a runtime to fulfill those queries with your existing data. In this course, you’ll learn what GraphQL is and why it is getting so much attention from software engineers. You’ll learn what its advantages are over REST, what types of web architecture to use it with, and why it benefits both frontend and backend developers. You’ll get the chance to practice GraphQL queries in an interactive playground. You’ll also learn advanced topics such as how to implement a GraphQL server on the backend, how to use a GraphQL server with a client, and how to keep your GraphQL server secure. The course content was originally created by Prisma, and updated and maintained by Novvum.

If you are a programmer, this course will help you gain the skills you need to get started using GraphQL for a small project or professionally in production. You’ll feel comfortable getting started with the right tools for your use case.

If you are nontechnical, this course will help you communicate with developers and participate in conversations about GraphQL. You will understand when and why to use GraphQL for a project.

Start your GraphQL journey today!","What GraphQL is and how it works
When to use GraphQL
What advantages GraphQL has over other paradigms, such as REST","Welcome!
Chapter 1. GraphQL Fundamentals
Chapter 2. Advanced Tutorial: Clients
Chapter 3. Advanced Tutorial: Server
Chapter 4. Advanced Tutorial: More GraphQL Concepts
Chapter 5. Advanced Tutorial: Tooling and Ecosystem"
https://www.edx.org/course/processing-big-data-with-hadoop-in-azure-hdinsight-4,Processing Big Data with Hadoop in Azure HDInsight,Microsoft,Computer Science,"More and more organizations are taking on the challenge of analyzing big data. This course teaches you how to use the Hadoop technologies in Microsoft Azure HDInsight to build batch processing solutions that cleanse and reshape data for analysis. In this five-week course, you’ll learn how to use technologies like Hive, Pig, Oozie, and Sqoop with Hadoop in HDInsight; and how to work with HDInsight clusters from Windows, Linux, and Mac OSX client computers.","Provision an HDInsight cluster.
Connect to an HDInsight cluster, upload data, and run MapReduce jobs.
Use Hive to store and process data.
Process data using Pig.
Use custom Python user-defined functions from Hive and Pig.
Define and run workflows for data processing using Oozie.",
https://www.edx.org/course/securing-data-in-azure-and-sql-server-5,Securing Data in Azure and SQL Server,Microsoft,Computer Science,"Given the ever-expanding role of a SQL Server database administrator in today’s security landscape, it’s critical to know how to keep data secure.
In this course, join the experts for a look at user authentication—who the users are—and authorization—what they are allowed to do. Plus, find out about auditing system access and data encryption, to make sure your data is properly secured.","You will learn:
How to authenticate connections and user logins
How to authorize users to access resources
How to audit access to data
How to encrypt data at rest and over the wire","Module 1: Authenticating Users and Connections
This module introduces the planning process to prepare for deployments of SQL Server and Azure SQL Database. It covers considerations for hardware, software, security, and availability.

Module 2: Authorizing Users to Access Resources
This module covers tasks and steps necessary to deploy SQL Server on Windows, on Linux, and in Azure SQL Database.


This module covers auditing access to data with DML (data manipulation language) triggers, server audits and database audits.


This module covers encrypting data with Transparent Data Encryption, Always Encrypted, and Dynamic Data Masking.


After the last module you will take the final exam, which accounts for 70% of your grade and will be combined with the homework assignments in each module to determine your overall score. You must achieve an overall score of 70% or higher to pass this course and earn a certificate."
