,Job_Title,Company_Name,Location,Compensation,Job_ID,Job_Description,Employment_Type,Pay_Type,Pay_Rate,Store_Type,Other_Compensation,Python,R ,Matlab,Excel,SAS,SQL,SPSS,Hadoop,Spark
41,Senior-Indirect-Tax-Analyst--Luv-,Robert Half Finance & Accounting U.S,GA - Hapeville,$75k - $90k/year,00900-0010972796,"Ref ID: 00900-0010972796Classification: Tax Sr. - CorporateCompensation: $75000.00 to $90000.00 yearlyMy client located in Atlanta, GA is looking for a Senior Indirect Tax Analyst and reporting to the Tax ManagerManage monthly U.S. filing process from start to finish Reconcile and approve tax payment funding requests Manage internal control process for the sales tax bank account Oversee and reconcile all sales tax accounts monthly Prepare, review and file miscellaneous returns as needed Support internal controls for indirect tax processes Develop and execute internal audit of out sourced return processes, funding & filings The overall objective of this position is ensure compliance with all applicable state, local and foreign tax requirements and to satisfactorily resolve audits while minimizing the sales/use tax burden for the Company.Manage the sales/use tax compliance process and ensure timely and accurate reporting of such taxes in all appropriate jurisdictions. Responsible for efficient and effective compliance with sales and use tax, value-added taxOversee the management and integration of new legal entities, new operations, acquisitions and transactions into tax filings and processes on an ongoing basis. Ensure efficient and timely tax payment processes. Establish and monitor documentation requirementsManage sales and use tax audits (and similar transaction tax audits) initiated by taxing authorities and resolve such audits favorably at the lowest possible tax cost. Provide appropriate documentation and support for tax returns as filed on a timely basis to the auditor and provide other data as requestedResearch taxability issues and other issues in dispute and maintain appropriate documentation of research and proceedings on the audit process. Defend the Company’s tax position and negotiate toward effective resolution of the issues with the auditor. Manage risks associated with transaction tax audits. Maintain the audit log for tracking audits in progress and other relevant data on the audits. Keep senior management apprised of the status of audits, issues in dispute and potential exposure. Identify corrective action that is required to be taken to correct systemic issues or problems to prevent the recurrence of the audit liabilitiesMaintain state taxability matrices for products sold, fixed asset purchases and other expense itemsOnly qualified candidates will be contacted and considered; please no phone callsIf you are interested in this opportunity with a growing organization please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Qualified Candidates will:Have a Bachelor of Science degree in Finance, Business, Accounting or EconomicsHave 3+ years of sales/use and state/local tax experience is requiredStrong technical knowledge of sales/use tax and transaction taxesEffective time management skills and resource management skillsHave good written and verbal communication skillsAbility to work in a team environment with collaborationStrong interpersonal and oral/written/presentation communication skills required.Only qualified candidates will be considered and contacted. Please no phone callsClient is ready to hire asap!!!! For immediate and confidential consideration, please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-GA-HapevilleEmployment Type Full-TimePay Type YearPay Rate $75,000.00 - $90,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$75,000.00 - $90,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
42,Financial-Reporting-Manager-Opportunity---Due-to-Growth--Luv,Robert Half Finance & Accounting U.S,GA - Atlanta,$85k - $100k/year,00900-0010780592,"Ref ID: 00900-0010780592Classification: Director/Manager Financial ReportingCompensation: $85000.00 to $100000.00 yearlyMy client located in Atlanta, GA is looking for an Financial Reporting Manager and reporting to the ControllerDevelops, pro-actively, any reports needed to track the performance of the budgeted key drivers Develops and maintains executive financials & dashboards Analyzes financial information and extracts and defines relevant information ('what' factor) Interprets data in cooperation with SC Finance and the FPA department for the purpose of determining the root causes of past sales, financial, costing and operational performance ('why' factor) Develops and maintains reports for forecasting, trending and what-if analysis ('so-what' factor) Support period-end and year-end closing Assist in the coordination of the half year and year-end audit Maintains model for sales compensation Perform other related duties as assigned or requested. Responsible for performing and overseeing various tasks related to the month end close, including booking journal entries, preparing variance analysis and reconciling balance sheet accountsProfit/Loss Analysis, revenue analysis, ad-hoc reporting, cash flow analysisWork extensively with the Financial, Planning and Analysis group during month end close to explain forecast variances and unusual trendsProvide advice and guidance as necessary in preparing and analyzing timely and accurate financial reports and executing appropriate responsive actionsProvides advice and assistance to the Controller in analyzing and interpreting financial data and reportsOnly qualified candidates will be contacted and considered; please no phone callsIf you are interested in this opportunity with a growing organization please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Qualified Candidates will:Have a Bachelor of Science degree in Finance, Business, Accounting or EconomicsHave 5+ years of Finance or related experience.Demonstrated leadership skills and experience in managing goals through collaboration and teamwork and leading financial reporting, financial variance analysis, product line analytics, and product development analyses, and close processHave good written and verbal communication skillsStrong interpersonal and oral/written/presentation communication skills required.Only qualified candidates will be considered and contacted. Please no phone callsClient is ready to hire asap!!!! For immediate and confidential consideration, please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-GA-AtlantaEmployment Type Full-TimePay Type YearPay Rate $85,000.00 - $100,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$85,000.00 - $100,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
43,Regional-Controller--Manufacturing---Luv-,Robert Half Finance & Accounting U.S,GA - Atlanta,$100k - $125k/year,00900-0011251883,"Ref ID: 00900-0011251883Classification: Regional ControllerCompensation: $100000.00 to $125000.00 yearlyMy client located in Atlanta, GA is looking for a Regional Controller reporting to the Operational Director of FinanceManufacturing background requiredThis role will report to the Finance Director and will act as an advisor and business partner for the General Manager by interpreting financial results relative to business strategy and making recommendations to improve EBITDA performance. You will create and use financial reports, production data, and other information to influence decisions and control costs in our plantsEvaluate and make improvements to our accounting processes while ensuring that practices comply with organization accounting policies and applicable laws and regulations. Development of strategy and long-term financial plans in a manufacturing environmentIn-depth P&L analytical capabilitiesCapital allocation planning and evaluationFinancial analysis, forecasting and modelingDeep financial accounting knowledge in a manufacturing environmentExpense controlPerform the monthly close, year end close, financial statement preparation, cost accounting, lean methodology, inventory accounting, etc.Top accounting, finance and internal-control member of the plant manager’s staff. Is accountable for plant level responsibilities including such areas as: cost accounting, general accounting, payables, cost for labor and material costs, bills of material, business analysis, financial reporting, operational monitoring & reporting and other initiatives as directedAssist/lead in implementation of process improvements and cost savings projects. Ensure accuracy of physical inventory, cycle counts and reported results. Investigate and explain book to physical adjustments. Prepare monthly reports of results, monthly forecasts and annual operating plan. Provide daily, weekly and monthly analysis of financial and operating results to the plant manager and management team. Direct the forecasting and budgeting process for the plant. Report actual performance against operating benchmarks, standards and other metrics. Ensure bill of material and costing accurately reflect operations. Play a strong role with the annual budget, year-end and audit processes. Other related duties and responsibilities as required or assignedForecasting, Budgeting, Reporting, ad-hoc reports tooManufacturing/Plant Controller background requiredOnly qualified candidates will be considered and contactedPlease no phone calls, I will contact you if you are qualified for the positionIf you are interested in this opportunity with a growing organization please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Qualified Candidates will:Have a Bachelor of Science degree in Accounting, Finance, Business or EconomicsHave 5-8+ years of plant manufacturing accounting/finance experienceNo Relocation offered For immediate and confidential consideration, please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-GA-AtlantaEmployment Type Full-TimePay Type YearPay Rate $100,000.00 - $125,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$100,000.00 - $125,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
44,Senior-Accountant,Robert Half Finance & Accounting U.S,AZ - Phoenix,$75k - $80k/year,00210-9502276310,"Ref ID: 00210-9502276310Classification: Senior AccountantCompensation: $75000.00 to $80000.00 yearly• Prepare opening balance sheets and purchase accounting journal entries• Execute monthly financial close and reconciliations• Compile financial reports, query data and investigate variances• Perform financial statement analysis• Support company’s external reporting filings by preparing footnotes and MD&A• Provide support with lease accounting• Prepare company for audits                  • Dependability: personally responsible, completes work in a timely manner, and performs tasks accurately• Motivation: must maintain a positive attitude and strong work energy• Organization: very detail oriented and always comes prepared• Communication: excellent interpersonal and oral and written communication skills• Initiative: plans work and carries out tasks without detailed instructions, prepares for problems or opportunities in advance, undertakes additional responsibilities Bachelor of Arts degree (B.A.) or Bachelor of Science degree (B.S.) from four-year college or universityRobert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-AZ-PhoenixEmployment Type Full-TimePay Type YearPay Rate $75,000.00 - $80,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$75,000.00 - $80,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
45,Senior-Accountant,Robert Half Finance & Accounting U.S,AZ - Phoenix,$75k - $80k/year,00210-9502276293,"Ref ID: 00210-9502276293Classification: Senior AccountantCompensation: $75000.00 to $80000.00 yearly• Prepare opening balance sheets and purchase accounting journal entries• Execute monthly financial close and reconciliations• Compile financial reports, query data and investigate variances• Perform financial statement analysis• Support company’s external reporting filings by preparing footnotes and MD&A• Provide support with lease accounting• Prepare company for audits                  • Dependability: personally responsible, completes work in a timely manner, and performs tasks accurately• Motivation: must maintain a positive attitude and strong work energy• Organization: very detail oriented and always comes prepared• Communication: excellent interpersonal and oral and written communication skills• Initiative: plans work and carries out tasks without detailed instructions, prepares for problems or opportunities in advance, undertakes additional responsibilities Bachelor of Arts degree (B.A.) or Bachelor of Science degree (B.S.) from four-year college or universityRobert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-AZ-PhoenixEmployment Type Full-TimePay Type YearPay Rate $75,000.00 - $80,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$75,000.00 - $80,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
46,Senior-Accountant,Robert Half Finance & Accounting U.S,AZ - Tempe,$75k - $80k/year,00210-9502276319,"Ref ID: 00210-9502276319Classification: Senior AccountantCompensation: $75000.00 to $80000.00 yearly• Prepare opening balance sheets and purchase accounting journal entries• Execute monthly financial close and reconciliations• Compile financial reports, query data and investigate variances• Perform financial statement analysis• Support company’s external reporting filings by preparing footnotes and MD&A• Provide support with lease accounting• Prepare company for audits                  • Dependability: personally responsible, completes work in a timely manner, and performs tasks accurately• Motivation: must maintain a positive attitude and strong work energy• Organization: very detail oriented and always comes prepared• Communication: excellent interpersonal and oral and written communication skills• Initiative: plans work and carries out tasks without detailed instructions, prepares for problems or opportunities in advance, undertakes additional responsibilities Bachelor of Arts degree (B.A.) or Bachelor of Science degree (B.S.) from four-year college or universityRobert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-AZ-TempeEmployment Type Full-TimePay Type YearPay Rate $75,000.00 - $80,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$75,000.00 - $80,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
47,IT-Audit-Manager,Robert Half Finance & Accounting U.S,CO - Denver,$135k - $165k/year,00610-0010920945,"Ref ID: 00610-0010920945Classification: IT Audit ManagerCompensation: $135000.00 to $165000.00 yearlyOur client is a national professional services firm seeking a leader for it's IT audit Team in Denver. The IT Audit Practice Director will be responsible for overseeing the IT Audit function, and directing a team of Managers, Seniors and auditors on IT audit engagements throughout the western US. The IT Audit Director will travel approximately 40% to domestic locations. This role will allow the Audit Director to gain strong knowledge and experience across a variety of industries and a wide spectrum of mid to large organizations. The IT Audit Director will be an integral part of Denver leadership. Our client is looking for candidates that have the following qualifications: a Bachelor's degree in either Computer Science or MIS, CISA and / or CISSP certifications, and 12+ years of relevant work experience within either Big 4 public accounting or Fortune 500 IT Audit. Candidates should also have strong understanding of SOX compliance and Internal Controls testing. Interested candidates can contact Chuck Bustos directly at 303-296-1010 or send their resume via email to [Click Here to Email Your Resumé].                  CIA, CISA, CPA, Or CISSP Certification12+ years of IT Audit experience in either a Big 4 public accounting firm or Fortune 500 IT Audit . Leadership experience ---Robert Half Finance and Accounting is the world's recognized leader in full-time financial staffing, providing excellent opportunities in the areas of accounting, bookkeeping, credit and collections, data entry, finance, payroll, and taxation. Our relationships with top companies ensure our candidates enjoy competitive pay and challenging assignments with the best career opportunities. Robert Half is a division of Robert Half International, which is included among Fortune magazine's list of America's Most Admired Companies.Please e-mail your resume to [Click Here to Email Your Resumé] or you can call Chuck Bustos at 303-296-1010 .Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-CO-DenverEmployment Type Full-TimePay Type YearPay Rate $135,000.00 - $165,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$135,000.00 - $165,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
48,Corporate-Accounting-Manager--Due-to-Growth--Luv,Robert Half Finance & Accounting U.S,GA - Dunwoody,$110k - $135k/year,00900-0010911645,"Ref ID: 00900-0010911645Classification: Accounting Manager/SupervisorCompensation: $110000.00 to $135000.00 yearlyWe have been engaged by a industry leading company headquartered in Atlanta in its targeted search for an experienced Corporate Accounting Manager. This role will be work with all facets of the business. Corporate Accounting Manager and reporting to the ControllerResponsibilities will include: Supervise the training and development of at least 5 accounting staff, including providing the staff with the necessary guidance and training to fulfill their job responsibilities and giving them regular feedback on their job performance. Responsible for performing and overseeing various tasks related to the month end close, including booking journal entries, preparing variance analysis and reconciling balance sheet accountsConsolidations and Financial Statement preparationCorporate AccountingProfit/Loss Analysis, revenue analysis, ad-hoc reporting, cash flow analysisWork extensively with the Financial, Planning and Analysis group during month end close to explain forecast variances and unusual trendsAssisting with the monthly close, year end close, financial statement preparationResponsible for providing internal and external auditors with information to comply with Sarbanes-Oxley and quarterly audit requirements. Perform various projects on an as needed basisProvide advice and guidance as necessary in preparing and analyzing timely and accurate financial reports and executing appropriate responsive actionsProvides advice and assistance to the Controller in analyzing and interpreting financial data and reportsOnly qualified candidates will be contacted and considered; please no phone callsIf you are interested in this opportunity with a growing organization please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Qualified Candidates will:Have a Bachelor of Science degree in Finance, Business, Accounting or EconomicsHave 8+ years of Accounting or related experience.Public Accounting foundation, then industryDemonstrated leadership skills and experience in managing goals through collaboration and teamwork and leading financial reporting, financial variance analysis, product line analytics, and product development analyses, and close processHave good written and verbal communication skillsStrong interpersonal and oral/written/presentation communication skills required.Only qualified candidates will be considered and contacted. Please no phone callsClient is ready to hire asap!!!! For immediate and confidential consideration, please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-GA-DunwoodyEmployment Type Full-TimePay Type YearPay Rate $110,000.00 - $135,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$110,000.00 - $135,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
49,Financial-Reporting-Manager-Technical-Accounting--Luv-,Robert Half Finance & Accounting U.S,GA - Atlanta,$100k - $120k/year,00900-0010829283,"Ref ID: 00900-0010829283Classification: Director/Manager Financial ReportingCompensation: $100000.00 to $120000.00 yearlyWe have been engaged by a industry leading company headquartered in Atlanta in its targeted search for a Manager of Financial Reporting/Technical Accounting) reporting to a Director of Financial ReportingHelp prepare SEC filings including 10-Qs, 10-Ks, 8-Ks, S-8s, 11-Ks, proxy material, and annual reportsEnsure compliance with GAAP and SEC accounting and reportingAssure compliance of external financial statements and disclosuresSupport and assist external auditor's quarterly and annual reviews through development and analysis of data requirements Research and analyze new and existing accounting and reporting pronouncements, utilizing authoritative guidance and determining external disclosure requirements Interact with accounting department, FP&A, legal counsel and investor relations to ensure timely accurate disclosure and Special ProjectsOnly qualified candidates will be considered and contactedPlease no phone calls, I will contact you if you are qualified for the positionIf you are interested in this opportunity with a growing organization please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Qualified Candidates will:Have a Bachelor of Science degree in Accounting, Finance, Business or EconomicsCPA or CPA boundPublic accounting foundation or straight out of public accounting is a plus!Have 5+ years of financial (external) reporting experience or Public Accounting with public clientsHave an understanding of U.S. GAAP as well as U.S. SEC regulations and experience in the preparation of financial statements and accompanying footnotes and disclosures is desired but again would take someone who has had public client experience out of public accounting. Have good communication skills and ability to interact with Senior Management required.No Relocation offered For immediate and confidential consideration, please send resumes to Luv Mirani at [Click Here to Email Your Resumé]Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-GA-AtlantaEmployment Type Full-TimePay Type YearPay Rate $100,000.00 - $120,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$100,000.00 - $120,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
50,Sr--IT-Auditor,Robert Half Finance & Accounting U.S,NC - Charlotte,$70k - $90k/year,03190-0011206947,"Ref ID: 03190-0011206947Classification: Sr. IT AuditorCompensation: $70000.00 to $90000.00 yearlyTo apply to this role directly please send resumes to Chelsea Treat at [Click Here to Email Your Resumé]!• Provide Business and IT management with guidance on IT risk management matters, particularlyon application and infrastructure security.• Responsible for developing and maintaining the IT Risk Assessment; including identifying areas where business units should consideradditional investment and areas internal audit should focus.• Conduct audits or lead audit teams in performance of IT audits and reviews of systems,applications and IT processes. Prepare and report results to executives and Audit Committees. These include:• IT security audits (e.g. network, operating system and financials), including evaluating ifsecurity vulnerabilities are properly identified and mitigated.• Evaluate information general computing controls and provide value added feedback. Testcompliance with those controls. Coordinate with Sox teams as applicable.• Perform various other reviews of IT management policies and procedures such as changemanagement, business continuity planning/ disaster recovery and information security toensure that controls surrounding these processes are adequate.• Develop, build & implement tools to analyze data to improve audit efficiency and effectiveness,(including for risk assessments). Ultimately be a source for analytics that business units adopt toprovide business insights or for continuous auditing.• Conduct audits or lead audit teams in operational / financial audits.                  - Degree in Finance, Accounting or Computer Science- 2+ of experience (public preferred)- CPA/CISA/CIA Certifcation (preferred but not required)Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague. Apply for this job now or contact our nearest office at 888.490.5461 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-NC-CharlotteEmployment Type Full-TimePay Type YearPay Rate $70,000.00 - $90,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$70,000.00 - $90,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
51,Menlo-Park-Senior-Fund-Accountant,Robert Half Finance & Accounting U.S,CA - Mountain View,$85k - $105k/year,00412-9502291168,"Ref ID: 00412-9502291168Classification: Menlo Park Senior Fund AccountantCompensation: $85000.00 to $105000.00 yearlyFor immediate consideration please email your resume to [Click Here to Email Your Resumé] or call me at 415 434 1900American venture capital firm headquartered on Sand Hill Road in the heart of Silicon Valley. This venture capital firm specializes in investments in incubation, early stage and growth companies. With over 4 decades of experience under their belt they have backed entrepreneurs in over 850 ventures including house hold names that are staples in the American technology community. The firm focuses its global investments in practice areas including technology and life sciences.The investment firm is looking for a Senior Fund Accountant.  This position will assist in the day-to-day operations of the Accounting Department and prepare fund level financial statements. Job Responsibilities include, but not limited to: ** Taking ownership of assigned funds, understanding the transactions and balances impacting the funds and closing the books of the assigned funds. Performing research on transactions and balances as needed** Record and book journal entries on investment and exit transactions** Prepare quarterly and annual work papers and financial statements for funds ** Determine cash needs of partnerships and initiate capital calls ** Review capital account allocations by partner for funds ** Maintain and update limited partner information, investment documentation and capitalization tables** Maintain securities, warrants, notes and escrow schedules** Electronically distribute financials, capital calls and distribution notices to LPs** Assist with portfolio company data gathering, as needed ** Completing portfolio company valuation’s in compliance with ASC 820 valuations.                  Who You Are:** Bachelors in Accounting** 3+ years of public audit (VC, PE clients) or currently working in-house within the Venture Capital or Private Equity Industry** Comfort working in a hands on role helping to drive accounting close and yearly auditRobert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.  Apply for this job now or contact our nearest office at 844.539.2523 for additional information.  All applicants applying for U.S. job openings must be authorized to work in the United States. Robert Half will consider qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance.  © 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans  By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.Location US-CA-Mountain ViewEmployment Type Full-TimePay Type YearPay Rate $85,000.00 - $105,000.00 /YearStore Type Accounting,  Finance",Full-Time,Year,"$85,000.00 - $105,000.00 /Year","Accounting,  Finance",NA,,,,,,,,,
