,Job_Title,Company_Name,Location,Job_ID,Job_Description,Link,Compensation,Python,R ,Matlab,Excel,SAS,SQL,SPSS,Hadoop,Spark,Algebra,Statistic,Mathematics,Reinforcement_Learning,Deep_Learning,Machine_Learning,Data_Visualization,Keras,TensorFlow,Artificial_Intelligence,Communications,Team_Player,Empathy,Emotional_Intellect,Self_Improvement,Presentation,Critical_Thinking,Business_Understanding
60,Associate Data Scientist,Advantage Solutions,"Grand Rapids, MI 49512",213679513,"
Data ScientistAt our Company, we grow People, Brands, and Businesses! We are seeking a highly dynamic Data Scientist to drive internal tool builds and predictive analytics capabilities to deliver data-driven insights that guide retail and Private Brand business initiatives. The Data Scientist will work cross-functionally with other team analysts, managers and directors to determine relevant tools that should be considered for build, with a focus on providing stand-out analytical solutions that will help drive the business of our customer base, while enhancing our value proposition in the industry. S/he is responsible for leveraging data from all available resources to build custom tools/models based on business needs, conducting ongoing optimization and testing, providing regular reporting and analysis, and suggesting and implementing opportunities for improvement of the model.Take this opportunity to join North America’s leading business solutions provider and build your career working with amazing people in a growing industry! Apply today!What we offer:Full-Time Benefits (Medical, Dental, Vision, Life)401(k) with company matchTraining and Career DevelopmentGenerous Paid Time-OffResponsibilities:o Responsible for designing, implementing, executing, and improving the company’s custom analytical solutions. o Possesses a thorough understanding modelling, including the needs of clients, the methodology by which a model is executed, and how it aligns with the company’s overarching business goalso Creates reports and gathers performance summaries and analysis for further optimization o Creates and articulates compelling value propositions o Communicates insights and successful performance impact to clients and account teams o Interfaces with internal teams to drive innovation, ensuring capabilities meet market needs and customer satisfaction goalso Works with a complex set of variables to understand patterns o Uses experience in statistical analysis to form new conclusions based on multiple data setsQualifications:Master's Degree in Math, Statistics, Data Science, or related field or equivalent experience required; Ph.D. in Math, Statistics, Data science, or related fieldor equivalent experience preferred3-5 Years of experience in Analytics with either a retailer or services provider with retail clientsKnowledge of leading marketing analytic toolsExperience in Search Engine Marketing, specifically with PPC programs; Experience with Google AdWords, Bing Ads, and Microsoft Office SuiteA keen eye for detail. The role requires the ability to keep track of copious amounts of data across numerous accounts in a variety of ways. Following procedures exactly and being methodical is criticalExperience with A/B and multivariate testing ",https://job-openings.monster.com/associate-data-scientist-grand-rapids-mi-us-advantage-solutions/213679513,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Genomic Data Scientist,Fountain Group,"Ridgefield, CT",213685914,"
DescriptionWe are a national staffing firm and are currently seeking a Genomic Data Scientist for a prominent client of ours.  This position is located in Ridgefield, CT. Details for the position are as follows:Job Description:As an AI/ML Genomic scientist within our Computational Biology group you will use modern computational approaches including deep learning to generate impactful insights on disease biology. You will use practical knowledge and experience with machine learning or statistical learning to take on meaningful technical problems, and collaborate with biologists to solve scientific challenges to advance drug discovery.Education Requirements: BA/BS degree or graduate degree in a related field or equivalent practical experience.  Programming experience with one or two programming languages including: Python, R, C/C++, Java, or MATLAB. Proficient in using PyTorch, or TensorFlow or Keras tools, libraries, and environments (related to AI development for implementation. Experience with deep learning or AI projects including Unsupervised Learning, Convolutional Neural Networks, Generative Modeling, Recurrent Neural Network, Deep Reinforcement Learning, and Generative Adversarial Networks. One year experience in Bioinformatics, Computer Vision, Speech Recognition or Natural Language Processing a focus on using deep learning. Ability to develop machine learning models, optimize model performance, and interpret model results. ",https://job-openings.monster.com/genomic-data-scientist-ridgefield-ct-us-fountain-group/213685914,NA,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
62,Fintech Senior Data Scientist,Vanguard,"Malvern, PA 19355",e4554099-67e4-4f2b-b9f0-634cecb1df5d,"
Advance the investment industryYou will support the Investment Management FinTech Strategy mission of exploring technologies that could dramatically improve investment performance or make capital markets work better, and to embed a culture of innovation in IMG. The IMFS Senior Data Scientist is primarily responsible for identifying potential experiments with financial technology related to alternative data sources, predictive analytics, and machine learning; will be accountable for executing experiments with increased complexity; and is responsible for growing the organization’s data science capabilities and tool sets through mentoring other crew.RequirementsIn This Role You Will: Execute the strategic direction of IMFS program to implement new data strategies.Acquire structured and unstructured data and prepares it for analysis. Investigates, extracts, cleans, transforms, and manages data using a variety of approaches.Build and maintain FinTech Strategy data architecture, software, and model libraries, and process routines.Conceptualize, code, and implement new analytic processes for IMFS using Big Data technologies.Use statistical and machine learning applications to unearth insights in the investment landscape.Develop and optimize process and data architectures, data preparation, and normalization processes, and feature engineering techniques.Explore developing financial technologies and data science techniques and machine learning applications.Continue to develop deep knowledge of financial markets and market structure changes in order to bring an informed perspective to current financial technology landscape.ImpactReimagine the investment experienceA World-class client experience is something that can only be defined by our clients. Owning the development and delivery of advanced, actionable analytic products and services you will work to uncover difficulties and challenges a client may face and how they may differ across product lines. Using advanced analytics approaches such as predictive and prescriptive modeling your goal will be to bring tangible and significant business impact on Vanguard’s businesses and clients to drive overall efficiency.QualificationsWhat it Takes: Undergraduate degree or equivalent combination of training and experience. Advanced degree in a quantitative discipline preferred. Minimum five years experience in a technical or related financial discipline or combination of education and certifications.Understanding of system design architecture, including data modeling techniques, OOP and design patterns.Experience working with large data sets, data preparation processes, normalization, standardization, preprocessing techniques, and common data science concepts.Understanding of supervised/unsupervised machine learning techniques and their business applications. Strong proficiency and technical skills with some of the following: MATLAB, SQL Server, Oracle, NoSQL, C++, R, Python (Numpy, SciKit, Pandas, ML libraries ), Spark (and MLlib), Scala, Big Data technologies and ecosystems (Impala, Hive, Presto, AWS EMR, Apache, etc)Superior knowledge of investments in areas such as equities, fixed income, and alternative investment strategies.Exceptional conceptual, analytical, and problem solving skills, with proven ability to build/execute.SpecializationsVanguard does not provide sponsorship for this positionWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.About VanguardWe are Vanguard. Together, we’re changing the way the world invests.For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.We want to make success accessible to everyone. This is our opportunity. Let’s make it count.Inclusion StatementVanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success. ",https://job-openings.monster.com/fintech-senior-data-scientist-malvern-pa-us-vanguard/e4554099-67e4-4f2b-b9f0-634cecb1df5d,NA,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,Data Scientist,Widenet Consulting,"Seattle, WA",213268460,"
   Job Description  Role Summary The Data Scientist translates business strategy into advanced analytical experiments and models that blend data sources for creative insights into business problems and to align performance with the company’s strategic goals, detailed action plans, key performance indicators, and progress metrics. This includes refining the end to end process from data ingestion, extract, profile, validation, cleansing, resolving data engineering challenges to modeling, training data, deploying the model as a REST endpoint, and general production.  Scope & Complexity This individual contributor is a subject matter expert with the technical proficiency and knowledge of relational database concepts needed to lead strategic projects and performance across such areas as pricing, inventory control, distribution, e-commerce, scheduling, and network planning. This role defines the long-term strategy for data service offerings to the business and exercises considerable latitude and initiative to solve complex problems. Responsibilities include data analysis, demand modeling and research, optimization, and solution design/delivery.  Responsibilities:   Participates as the lead data and business information subject matter expert in the development of requirements and solutions for leadership, strategy, and Information Technology Services (ITS) data. Exercise considerable latitude and initiative to solve for continuous improvement processes through data-driven analysis, reporting, and goal setting to drive incremental improvement for key areas. Manage the full data lifecycle, including data collection, data mining, data integration, data analysis, extracting insights, and results visualization. Investigate, research, and combine new and disparate large-scale data sources and analytical tools to enhance and/or extend the data-driven business process. Develop and implement systems and technology to produce decision support tools that enable leaders and system practitioners to take strategic action in a dynamic competitive environment. Collaborate with analysts in the business and infrastructure team to create an environment that enable data discovery, model training, and running predictions. Set up patterns and framework to enable building data models in a repeatable and self-serve manner. Productionize models in Cloud environment, which would include, but not limited to: automated processes, CI/CD pipelines, monitoring/alerting, and troubleshooting issues. Present the model and results to technical and non-technical audience Select and apply the best supervised and unsupervised machine learning methods to develop insight and answers to business questions. Develop visualizations grounded in statistical best practices that facilitate effective communication of results and key findings to internal and external customers; including technical and non-technical audience. Select and influence the best methodologies to approach business problems; contributing to the continuous improvement of stakeholder processes and data life-cycle. Coordinate with stakeholders and ITS on the integration and support of business systems.   Qualifications:   RequiredA minimum of 7 years of experience in analytical role.A Bachelor’s degree, preferably with a focus in mathematics, economics, operations research, finance, statistics, business, computer science, or technical/engineering.Advanced SQL skills.Basic database design, staging data, filtering, data preparation; experience using databases such as Oracle, SQL Server, etc.Experience coding in Python or R.Expert in visualization techniques; experience using data visualization tools such as Tableau, Power BI, etc.Experience developing optimization/simulation models.Expert in descriptive and diagnostic statistics (including Bayesian stats), sampling methodology, residuals analysis / ANOVA, hypothesis / significance testing, and experimental design.Modeling proficiency in unsupervised and supervised machine learning, such as linear and logistic regression, KNN, cluster analysis, and Neural networks.Demonstrated project management experience.Ability to work well with multiple, diverse teams.Experience with Spark, Hive, calling and building APIsExperience with machine learning models – know when to use what, pros/cons of each modelExperience with productionizing machine learning modelsExperience working with cross functional teams (infrastructure engineers, data engineers, data scientists, business analysts, product owners, software engineers) PreferredFamiliarity with Azure offerings: such as Azure Databricks, Azure Machine Learning Service, Azure Datalake Store, Azure Cosmos DB, Azure Data Factory, and Azure functionsFamiliar with various data transformation and visualization tools, such as Tableau, Power BI, PySpark, and PrestoUnderstand how to use various file types efficiently, such as csv, json, xml, parquet, and deltaScala and C# experienceHigh-level programming language experience.A Master’s degree or a Ph.D.  Reference Number: 5276              ",https://job-openings.monster.com/data-scientist-seattle-wa-us-widenet-consulting/213268460,NA,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
64,Principal Data Scientist,XPO Logistics Freight Inc.,"Ann Arbor, MI 48105",213656652,"
Logistics done differently. At XPO Logistics, we invest hundreds of millions in technology every year so that we can continue to develop state-of-the-art solutions for our customers. Are you looking for an opportunity to take your career to the next level with a rapidly expanding global company? As the Principal Data Scientist, you will be responsible for leading and driving the overall design and development of end-to-end data science solutions to support strategic business and IT initiatives. You will also coordinate the execution of work across team members, guide architectural troubleshooting and communicate progress and results. Become a part of our growing, dynamic team and we'll help you develop to a level that will exceed your expectations.  Pay, benefits and more. We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.  What you’ll do on a typical day: Lead design and architect solutions for data science and data engineering projects; confirm delivery requirements and plan, track and communicate resources and delivery plan; assist with development work as needed Understand and improve data science standard patterns, templates and artifacts for platform architecture, data science development approaches, data models and new technology adoption and rollout Define patterns and share technical approaches and best practices among other developers; simplify and communicate completed work to broader audiences across the company Mentor other team members on technical skills, best practices, problem-solving approaches and standard patterns Troubleshoot technical issues in existing processes and current development work, solicit assistance from other roles and groups, and drive resolution to ensure the integrity of platform quality and project timelines Allocate team resources across projects to balance the workload according to available capacity, planning dependencies and prevailing priorities Collaborate with IT and business teams to identify and document use cases, performance and capability requirements, and criteria for successful solution delivery Support data consumers to ensure they have reliable access to trusted data, and provide occasional 24/7 on-call production support  What you need to succeed at XPO: At a minimum, you’ll need: Master's degree in Computer Science, MIS, Engineering, Business or a related field 10 years of experience leading and delivering business solutions that rely on data science, Business Intelligence (BI), data warehousing or similar domains Successful delivery of 10 or more projects in data science, data engineering or data integration as a tech lead/principal Strong understanding of the core principles of data science and machine learning; experience developing solutions using related tools and libraries Ability to analyze, summarize and characterize large or small data sets with varying degrees of fidelity or quality; able to identify and explain any insights or patterns within them Solid experience applying one or more of the following analytical methods: regression (preferably mixed models), data classification and reduction (cluster, factor, principle components, decision trees), Bayesian inference or other advanced machine learning techniques Strong understanding of and experience with advanced statistical theoretical knowledge Solid experience in exploratory data analysis and visualization using R and Python (Numpy, Pandas, Scipy, Plotly, Matplotlib) It’d be great if you also have: Data Science specialization from Coursera, Udacity, Data Camp, etc., Certified Business Intelligence Professional from TDWI, Certified Data Management Professional from DAMA, and/or certifications in data modeling and data engineering 10 years of hands-on experience in delivering solutions in at least two of the following areas: data science, data modeling, data integration or BI 5 years of hands-on experience in delivering solutions in at least two of the following areas: data science, data analysis, geo spatial, finance, econometrics, Cloud computing, big data or database management Be part of something big.  XPO is a leading provider of cutting-edge supply chain solutions to the most successful companies in the world. We help our customers manage their goods most efficiently using our technology and services. Our greatest strength is our global team – energetic, innovative people of all experience levels and talents who make XPO a great place to work.  We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran or other protected status.  The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed.  ",https://job-openings.monster.com/principal-data-scientist-ann-arbor-mi-us-xpo-logistics-freight-inc/213656652,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
65,Data Scientist,"CALIBRE Systems, Inc.","Alexandria, VA",213409895,"
    CALIBRE is seeking an experienced Data Scientist to drive advanced analytics initiatives used in the Army cost analysis and budgeting processes.  This Data Scientist will oversee the development, implementation, and execution of project plans, ensure scope and schedule are established for projects and assignments, and oversee the operating plan and resource allocation for the group, including prioritization and staff deployment. This is a hands-on technical role where you will be responsible for delivering end-to-end analytics, from understanding the business challenges to presenting insights to wide-ranging business and technical audiences.   As a CALIBRE Data Scientist, you will have the opportunity to research and experiment with innovative new techniques in machine learning, statistics, and operations research.  The ideal candidate must be passionate about helping others solve problems, gain insights, and make decisions using data.  Required Skills        Must have or be able to obtain and maintain a DoD Secret security clearance.   U.S. Citizenship, required.  Must be a lifelong learner, willing to share and grow the knowledge of those around them. Strong qualitative and quantitative analysis skills. Ability to provide technical leadership and broad subject matter expertise on cutting-edge computational, quantitative, and algorithmic techniques applicable to data science. Ability to lead and structure a highly technical team. Mentors and manages other junior-level and senior-level data scientists. Experience curating relationships and disseminating work between cross-functional teams of data scientists, data engineers and application developers. Ability to oversee the entire lifecycle of projects, including: scoping, design, modeling, validation, deployment. Experience building predictive and prescriptive models and simulations. Experience with data cleaning, model testing, results presentation and documentation. Advanced ability in one or more programming languages for data analysis such as R or Python. Experience with data visualization tools such as Tableau or QLI. Ability to evaluate open-source and vendor-based tools, applications, platforms, frameworks and programming languages. Exceptional communications skills with ability to present to technical and business audiences, including executive-level customers.           Required Experience     BS/BA in related degree such as Data Analytics, Operations Research, Economics, Engineering, Mathematics, etc.  MS preferred.  (Other education, commensurate experience and demonstrated ability of individual may be substituted) Minimum of 5 years professional work experience providing data analytics services.     Preferred:     Experience using SQL for ETL and data integration tasks Experience in budgeting or cost-analysis Knowledge and understanding of the Army’s PPBE process Experience with Army Acquisition costing Experience with Army Logistics Experience with and understanding of Army enterprise data CAP, CDFM, CCEA, DAWIA or other relevant certification a plus.    #LI-TO1   CALIBRE and it's subsidiaries  are an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at  www.calibresys.com  . Come join our dynamic team. #CALIBRECareers #SPEARCareers  ",https://job-openings.monster.com/data-scientist-alexandria-va-us-calibre-systems-inc/213409895,NA,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
66,"Urgent Opening : Data Scientist : San Francisco, CA",Enterprise Solutions,"San Francisco, CA 94105",213345701,"
 Job Title:                    Data ScientistLocation:                    2 Folsom San Francisco, CA Duration:                   6 +Month (High Possibility of Extension) Job Description: Description/Comment:  The Supply Chain Advanced Analytics team is chartered with driving revenue and profit growth opportunities for ***’s online business through the development and implementation of predictive models and profit maximizing analytical processes.Some key strategic projects in the Supply Chain Advanced Analytics space are: Omni-channel network optimization, peak season inventory positioning models, new fulfillment strategies, transportation based network simulations.This position of will interact with a variety of functions across the business unit including IT, Operations, Finance, Business Intelligence and Project Management. Essential Duties & Responsibilities:Understand the sources of key data structures and their multi-dimensional relationshipBuild, validate, and maintain Operations Research (OR), Simulation and AI (Machine Learning (Client) /Deep learning) modelsProvide thought leadership in analytics and modelingProvide quantitative research and analysis for identifying new business opportunitiesSynthesize findings, prepare presentations and assist in presenting findings to all levels of managementProvide framework/methodology for measurement and feedback mechanism for modelsCollaborate with other team members, IT and business partners as necessaryBe accountable for the documentation of supply chain process design opportunities Desired Skills and Experience1) Knowledge, skills & abilities:Proven experience in areas of optimization, statistics and/or machine learningPreferred knowledge of R, Python, and/or other programming languagesHeavy experience in use of Excel, SQL and other database querying toolsExceptional quantitative skills with expertise in data manipulationStrong conceptual and creative problem-solving skillsAbility to work with considerable ambiguityAbility to learn new and complex concepts quicklyDemonstrated initiative and ability to work independentlyAbility to build strong, collaborative working relationships with broad cross section of business partnersStrong listening, oral and written skills 2) Minimum educational level:B.S. or M.S.in Supply Chain, Operations Research, Industrial Engineering, Statistics, Math, or related field 3) Minimum experience:2+ years of total work experience in Data Science/Advanced AnalyticsStrong knowledge of Python and SQL  Thanks & RegardsHemraj Singh Enterprise Solution Inc.Desk: 408-694-3580.Skype: hem.hemrajEmail: hemraj@enterprisesolutioninc.comwww.enterprisesolutioninc.com ",https://job-openings.monster.com/urgent-opening-data-scientist-san-francisco-ca-san-francisco-ca-us-enterprise-solutions/213345701,NA,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
67,Data Scientist,Cottonwood Financial,"Irving, TX 75038",213273363,"
Reporting to our Director of Marketing Analytics, the Data Scientist (aka Marketing Analytics Analyst) charter is to increase the company’s profits through advanced analytics applied to business problems in Marketing, focusing on both online and offline marketing campaigns and strategies as well as consumer journey and conversion optimization. This individual will be a key member in an exciting, fast-paced, and growing team that is making an immediate impact across the entire consumer life cycle (prospecting, acquisitions, retention and re-activation). This is a great opportunity for a talented person to broaden his/her business skill set through exposure to a wide variety of business problems and challenge him/herself with projects that can span from tactical to strategic in nature. This position is based at our Administrative Office (HQ) in Irving (Las Colinas), Texas.KEY RESPONSIBILITIESDesign, read, and report on marketing optimization tests for channels including Direct Mail, TV, Paid Search, Online Display, Paid Social, Email, and RadioIdentify, support, and implement new projects related to the overall improvement of Marketing business processes, serving as a key stakeholder for all aspects of the Marketing Analytics project life cycle (design, development, testing, implementation, monitoring)Work closely with the Marketing team to devise, test, and analyze Marketing programs related to loyalty, lead-buying, referral incentives, personalization of messagingProactively collaborate with Information Technology (Database Engineers, Application Development, Business Intelligence), Product Development, Marketing, Compliance, Decision Science, Credit Risk Management, and other internal groups to implement new strategies, campaigns and tests relating to business opportunitiesSuccessfully manage and complete multiple concurrent projects without getting losing focusProvide timely and quantified recommendations in response to ad hoc analysis requests by the Director of Marketing Analytics andHead of Risk Management and Decision ScienceDevelop actionable reports for use by the senior leadership teamREQUIREMENTSBS in an analytical field such as Statistics, Econometrics, Applied Mathematics or other applied science degree1  years of work experienceAdvanced user of SAS/STAT proceduresAdvanced user of SAS to merge and mold data sets into a useful formatResults-oriented self-starter who is confident in defending his/her critical thinking abilitiesProven track record of developing successful predictive analytics related to marketing activities and/or consumer behaviorsCapitalistic mindset supported by a strong business acumen and work ethicDemonstrated ability to communicate ideas and analysis results effectively both verbally and in writing to a non-technical audienceLocal (Dallas/Fort Worth area) candidates only – no relocationMust be currently authorized to work in the United States without sponsorship and not require sponsorship in the futurePREFERRED QUALIFICATIONSMaster’s degree in Statistics or Econometrics strongly preferredPrevious experience as a Data Scientist, Statistician, Risk Analyst, Quantitative Analyst, or Marketing Analytics Analyst1  years of coding experience in open source programming languages such as Python or RWork experience in Marketing Related Analytics (digital or non-digital)Work experience in consumer creditCOMPENSATIONAnnual salary of $74,000BENEFITS Medical, dental, and visionVoluntary life/ AD&DShort-term & long-term disability401K with company matchPaid vacation, holidays, and sick timePaid maternity, paternity, extended medical leave, and jury dutyCorporate discount program on personal cell phone accounts with select providersBusiness casual work environmentABOUT COTTONWOODFounded in 1996, Cottonwood Financial is one of the largest privately held retail consumer finance companies in the United States. We have zero debt, have been profitable every year since inception, and our growth is funded entirely through internally generated capital. Headquartered in Irving (Las Colinas), Texas, we have company-owned locations, under our Cash Store brand, across the country. Through this national brick-and-mortar footprint, we provide best-in-class customer service and offer an innovative mix of financial products and services to our customers.We have been named multiple times to the Inc. 5000 list of America’s fastest-growing private companies, as well as to the Dallas 100 list of the fastest-growing private companies in North Texas. ",https://job-openings.monster.com/data-scientist-irving-tx-us-cottonwood-financial/213273363,"$74,000.00 - $74,000.00  /year",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,"Data Scientist, TS Clearance",AMERICAN SYSTEMS,"Fallon, NV 89496",213178245,"
 Education Master's Degree Job Description  WANTED: An experienced Data Scientist with demonstrated experience in DoD acquisition programs. As a Data Scientist you will:  Apply your knowledge to support specific technical tasks for the Navy. Work with a team of driven, supportive and highly skilled professionals. Receive a robust benefits package that includes Employee Stock Ownership Plan! Enjoy flexibility managing your work hours and personal needs with a single accrual leave plan.  A week in the life of a Data Scientist:  Use problem solving skills to think through and break down complicated problems and processes. Use data analysis tools to process raw data into readable data sets. Support data analysis for the scientific and statistical validity of performance measures, inferences, conclusions, solutions, and tactics developed in live and simulator environments. Assign valid and sound confidence levels to measures and provide quantitative confidence to conclusions. Assist Government in formulation procurement decisions, conduct comparative analysis, data evaluation, and conduct analytical test on data gathered from simulation and live aircraft. Influence system scenario, and event designs for scientific rigor and statistical validity. Process and analyze output metrics from other modeling tools  Founded in 1975, AMERICAN SYSTEMS is one of the largest employee-owned companies in the United States. We are a government services contractor focused on delivering Strategic Solutions to complex national priority programs with 100+ locations worldwide. Our employee-owners are encouraged to make a difference, implement new ideas in a collaborative environment, and focus on mission critical success. Through our focus on quality, strong cultural beliefs and innovation we deliver excellence every day. Join us! AWARDED BEST OF THE BEST by U.S. Veterans Magazine and TOP 10 MILITARY FRIENDLY COMPANY by MilitaryFriendly.com #CJPOST #CB #MON  Job Requirements   REQUIRED EDUCATION AND EXPERIENCE:   Masters Degree in Electrical/Electronic/Mechanical Engineering, Physics, Biology, or Mathematics. Experience in a field requiring mastery of applied statistics or stochastic processes. Mastery of statistical inference or stochastic processes as demonstrated by authorship of relevant technical reports, theses, or briefings.   ESSENTIAL REQUIREMENTS:   DoD TS Clearance Current SSBI or T5R within the last 6 years Eligibility for SCI   ",https://job-openings.monster.com/data-scientist-ts-clearance-fallon-nv-us-american-systems/213178245,NA,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Data Scientist,Evolvinc.com,"Burbank, CA",213128544,"
 Our entertainment company is seeking a Data Scientist to join our team! This is a critical role specializing in the application of machine learning methods to meet optimization and efficiency. The Data Scientist will work closely with engineering and business partners and collaborate across teams to resolve issues and provide automated solutions for our products. We utilize and develop cutting-edge technology to deliver high-end and creative content on a global scale. We work across multiple platforms to transform how we see media. The ideal candidate will possess all of the required skills listed below and more! They will demonstrate excellent interpersonal and communication skills and adhere to the standards of quality and excellence at our company's core.    Please, only apply if you are able to work directly for a U.S. company for the next three years. We are not currently able to work with C2C, H1, or OPT for this position.     Duties & Responsibilities:   Reframe objectives as machine learning tasks. Productively implement and execute machine learning. Demonstrate how models and systems work for stakeholders. Collaborate with other teams to create data-based products. Process and verify data used for analysis. Improve data collection procedures to develop better ML models. Create automated anomaly detection systems and track performance. Develop prototype solutions, mathematical models, algorithms, machine learning techniques, and analytics to support analytic visualization of complex data sets. Provide recommendations to drive KPIs established by product, marketing, operations, PR teams, etc. Explore new experimental methods and statistical techniques that will sharpen the product decision-making process. Develop and deploy testing hypotheses and analyze test results. Provide necessary analytical rigor to ensure date quality, consistency, and accuracy of insights. Participate in an “Open Source learning environment.     Qualifications:   5+ years of experience in Data Science. Bachelor’s degree in Computer or Data Science. Experience with ML frameworks (TensorFlow, SparkMLlib, Apache Mahout, PySpark, Torch, Caffe, H2o, etc.). Ability to deliver machine learning techniques in real-time applications. Expertise in modern statistics, data science, and machine learning. Expertise in a statistical programming language (Python and R) and data access tools (SQL). Knowledge and experience with classic statistical modeling techniques (ogistic regression, CART, K-means clustering) and machine learning algorithms (gradient boosting, neural networks, random forest). Able to handle large, ambiguous streams of data across different formats and entry points. Experience processing large datasets and cloud environments (AWS, Snowflake and Big Data technologies (Hadoop, Spark). Ability to develop high value features. Experience deploying models in real-time environments. Able to present data science results to clients. Experience with Apache Spark MLlib, Apache Spark GraphX, and Scala/Java, preferred.  ",https://job-openings.monster.com/data-scientist-burbank-ca-us-evolvinc-com/213128544,NA,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
70,Data Scientist Lead - Artificial Intelligence,Intelliswift Software,"San Francisco, CA 94105",211647161,"
Job Title: Data Scientist Lead - Artificial IntelligenceOverviewBrighterion, a Client company is an award winning Artificial Intelligence and Machine Learning enterprise. Our AI solutions power billions of transactions monthly and are used and trusted by leading organizations in industries such as fintech, investment banking, biotech, and insurance and healthcare. The team at Brighterion pushes the boundaries of innovation in Artificial Intelligence technologies with a culture that is focused on delivering ROI to our clients. We are looking for an experienced leader and data scientist to lead our global modeling team to develop new AI solutions for use cases in different verticals with diverse data sets. In addition, Leader should be comfortable dealing with clients providing comprehensive consulting support and full model lifecycle management.ResponsibilitiesDevelop AI capabilities to maximize distribution of Brighterion AI solutions in Marketplace considering best use case, models, partners, etc.Serve as a mentor / leader to the team and recruit, develop talent via ongoing technical training, peer review etc.Manage and delegate workload of the teamInteract directly with Client at various stages of engagement, starting from the early marketing/presentation meetingsManage the lifecycle of models – Oversee model design and development, model operation, model monitoring and model optimizations.Design, review and analyze automated processes:To build modelsTo monitor models deployed in production, including creation of intuitive dashboardsTo scale our delivery pipelineOversee data management policies for all Data assets provided by customers, including data retention policy and various regulations (such as PCI).All About YouExcellent strategic thinking and analysis skills and a proven track record of developing end to end solutions that increase revenueDemonstrates excellent communication skills, both written and verbal, and communicates clearly in all situations.Must have a strong executive presence and be able to maintain a seat at the table with executives and decisions makers and handle high-level customer interactionsExperience managing day-to-day cross-functional communications and collaboration to meet project deadlinesAgile and Problem solverStrong organizational skills; able to manage multiple tasks within the constraints and timelines determined by business needsDemonstrated experience in leading commercial AI and Machine Learning solutionsCreative and ingeniousPHD preferred, BS in computer science or a related fieldStrong technical acumen and ability to partner closely with our development team to establish product roadmapClient is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. ",https://job-openings.monster.com/data-scientist-lead-artificial-intelligence-san-francisco-ca-us-intelliswift-software/211647161,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
